modelo,titulo,año,ubicacion,km_num,precio_usd
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2023,Mar Del Plata - Bs.As. Costa Atlántica,60000.0,14014.084507042253
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt,2020,25 De Mayo - Buenos Aires Interior,90000.0,13098.591549295774
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech Onstar,2020,San Miguel De Tucumán - Tucumán,111000.0,13028.169014084508
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Mar Del Plata - Bs.As. Costa Atlántica,0.0,19968.528169014084
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Ls,2020,Córdoba - Córdoba,81000.0,12604.929577464789
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Córdoba - Córdoba,0.0,23098.591549295776
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech Onstar,2020,Paraná - Entre Ríos,112000.0,13380.281690140846
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Córdoba - Córdoba,0.0,24647.88732394366
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech,2021,Mar Del Plata - Bs.As. Costa Atlántica,45000.0,14900.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech Onstar,2020,Córdoba - Córdoba,170000.0,12323.94366197183
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech,2020,Paraná - Entre Ríos,108392.0,13028.169014084508
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2023,Tapalqué - Buenos Aires Interior,25000.0,17429.577464788734
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech,2020,Santo Tomé - Santa Fe,75000.0,13028.169014084508
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Azul - Buenos Aires Interior,0.0,19968.528169014084
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Las Toninas - Bs.As. Costa Atlántica,0.0,19968.528169014084
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Ayacucho - Buenos Aires Interior,0.0,19968.528169014084
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Lt,2026,Concordia - Entre Ríos,0.0,18732.394366197183
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Olavarría - Buenos Aires Interior,0.0,22479.681690140846
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz At,2026,Concordia - Entre Ríos,0.0,20915.49295774648
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier Mt,2020,Oncativo - Córdoba,80000.0,13732.394366197183
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Rauch - Buenos Aires Interior,0.0,22490.221830985916
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Las Toninas - Bs.As. Costa Atlántica,0.0,22490.221830985916
Chevrolet Onix Plus,Chevrolet Onix Plus 1.4 Black Edition,2023,Punilla - Córdoba,45000.0,13309.859154929578
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Ltz Mt,2024,Concordia - Entre Ríos,114925.0,17183.098591549297
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier I Mt,2020,Córdoba - Córdoba,106600.0,13028.169014084508
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech,2023,Córdoba - Córdoba,78000.0,16197.18309859155
Chevrolet Onix Plus,Chevrolet Onix Plus 1.2 Lt Tech Onstar,2020,Paraná - Entre Ríos,112000.0,13380.281690140846
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2024,Concordia - Entre Ríos,33000.0,18350.0
Chevrolet Onix Plus,Chevrolet Onix Plus 1.0 Turbo Premier At,2026,Concordia - Entre Ríos,0.0,22253.521126760563
Chevrolet Onix Plus,Chevrolet Onix Plus 1.4 Black Edition,2023,Cruz Del Eje - Córdoba,35000.0,13732.394366197183
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2016,Lomas De Zamora - Bs.As. G.B.A. Sur,88000.0,10563.38028169014
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,San Isidro - Bs.As. G.B.A. Norte,90000.0,9150.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Capital Federal - Capital Federal,214000.0,8450.704225352112
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Capital Federal - Capital Federal,125000.0,8802.81690140845
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2018,Morón - Bs.As. G.B.A. Oeste,160000.0,11800.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2015,Capital Federal - Capital Federal,148000.0,9084.507042253521
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Capital Federal - Capital Federal,114000.0,10070.422535211268
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2019,Lomas De Zamora - Bs.As. G.B.A. Sur,85000.0,11830.985915492958
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2017,Capital Federal - Capital Federal,112000.0,10633.802816901409
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2019,Hurlingham - Bs.As. G.B.A. Oeste,95127.0,11126.760563380281
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2013,Lanús - Bs.As. G.B.A. Sur,125000.0,9084.507042253521
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2020,Capital Federal - Capital Federal,144000.0,11500.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Ls,2019,Capital Federal - Capital Federal,135000.0,9450.704225352112
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2016,Capital Federal - Capital Federal,270000.0,7218.30985915493
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2018,Almirante Brown - Bs.As. G.B.A. Sur,97000.0,11800.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2020,Capital Federal - Capital Federal,105000.0,10211.267605633802
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Tigre - Bs.As. G.B.A. Norte,75000.0,9990.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2018,Avellaneda - Bs.As. G.B.A. Sur,120000.0,11267.605633802817
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2015,Capital Federal - Capital Federal,125000.0,7746.478873239436
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2016,Capital Federal - Capital Federal,96000.0,10915.492957746479
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,La Matanza - Bs.As. G.B.A. Oeste,71000.0,9859.154929577464
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Capital Federal - Capital Federal,166000.0,11197.18309859155
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,General San Martín - Bs.As. G.B.A. Norte,95000.0,10915.492957746479
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2018,Cañuelas - Buenos Aires Interior,117000.0,12323.942957746478
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2015,Capital Federal - Capital Federal,147000.0,7669.014084507042
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2013,Escobar - Bs.As. G.B.A. Norte,128000.0,7746.478873239436
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2015,La Matanza - Bs.As. G.B.A. Oeste,98000.0,9859.154929577464
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2017,Morón - Bs.As. G.B.A. Oeste,92305.0,12700.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Quilmes - Bs.As. G.B.A. Sur,120400.0,11188.732394366198
Chevrolet Prisma,Chevrolet Prisma 1.4 Ls+,2017,Tigre - Bs.As. G.B.A. Norte,64451.0,10781.69014084507
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2017,Moreno - Bs.As. G.B.A. Oeste,156200.0,9708.35
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2013,Capital Federal - Capital Federal,83000.0,7957.7464788732395
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2016,Tres De Febrero - Bs.As. G.B.A. Oeste,89000.0,9084.507042253521
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2016,La Plata - Bs.As. G.B.A. Sur,179000.0,9507.042253521127
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2017,San Isidro - Bs.As. G.B.A. Norte,118451.0,10563.38028169014
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2018,La Matanza - Bs.As. G.B.A. Oeste,80000.0,10211.267605633802
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2019,Hurlingham - Bs.As. G.B.A. Oeste,104000.0,12000.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2019,Hurlingham - Bs.As. G.B.A. Oeste,95000.0,11830.985915492958
Chevrolet Prisma,Chevrolet Prisma 1.4 Ls+,2017,Malvinas Argentinas - Bs.As. G.B.A. Norte,47154.0,10267.605633802817
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,Berazategui - Bs.As. G.B.A. Sur,88000.0,11500.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Tres De Febrero - Bs.As. G.B.A. Oeste,113000.0,9084.507042253521
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2014,Capital Federal - Capital Federal,113000.0,9154.929577464789
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2016,Tigre - Bs.As. G.B.A. Norte,216000.0,9154.929577464789
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2018,Capital Federal - Capital Federal,76000.0,12323.94366197183
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2017,Capital Federal - Capital Federal,170000.0,9859.154929577464
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2020,Capital Federal - Capital Federal,146000.0,11900.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2014,Capital Federal - Capital Federal,119000.0,8450.704225352112
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2020,General Rodríguez - Bs.As. G.B.A. Oeste,70000.0,14500.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2014,Capital Federal - Capital Federal,175000.0,8802.81690140845
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Capital Federal - Capital Federal,130000.0,7605.633802816901
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2018,Ituzaingó - Bs.As. G.B.A. Oeste,138737.0,12500.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2017,Capital Federal - Capital Federal,88400.0,11056.338028169013
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2016,La Plata - Bs.As. G.B.A. Sur,135000.0,9507.042253521127
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2018,Capital Federal - Capital Federal,74826.0,12605.633802816901
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2018,Pilar - Bs.As. G.B.A. Norte,97000.0,10211.267605633802
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2018,Tigre - Bs.As. G.B.A. Norte,101000.0,11795.774647887323
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2017,La Matanza - Bs.As. G.B.A. Oeste,110000.0,10422.535211267606
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Capital Federal - Capital Federal,225000.0,7253.521126760564
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2016,La Matanza - Bs.As. G.B.A. Oeste,110000.0,8802.81690140845
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Capital Federal - Capital Federal,97000.0,10915.492957746479
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2016,Capital Federal - Capital Federal,221000.0,6971.830985915493
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2018,La Matanza - Bs.As. G.B.A. Oeste,144000.0,10845.070422535211
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Tigre - Bs.As. G.B.A. Norte,252000.0,9000.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Quilmes - Bs.As. G.B.A. Sur,144000.0,9852.112676056338
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2018,Capital Federal - Capital Federal,90000.0,10140.845070422536
Chevrolet Prisma,Chevrolet Prisma 1.4 N Lt,2019,San Fernando - Bs.As. G.B.A. Norte,74000.0,12000.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2018,Lomas De Zamora - Bs.As. G.B.A. Sur,100000.0,11619.718309859154
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2015,Capital Federal - Capital Federal,136500.0,12676.05633802817
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2014,Capital Federal - Capital Federal,177000.0,8380.281690140846
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,Capital Federal - Capital Federal,96000.0,11971.830985915492
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,La Plata - Bs.As. G.B.A. Sur,136000.0,11000.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,La Plata - Bs.As. G.B.A. Sur,60000.0,11795.774647887323
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,Pilar - Bs.As. G.B.A. Norte,80000.0,13000.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,Escobar - Bs.As. G.B.A. Norte,138000.0,13200.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,Capital Federal - Capital Federal,96000.0,12676.05633802817
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Avellaneda - Bs.As. G.B.A. Sur,92000.0,10915.492957746479
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2013,Capital Federal - Capital Federal,105000.0,9852.112676056338
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2018,Morón - Bs.As. G.B.A. Oeste,125000.0,11830.985915492958
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2016,La Matanza - Bs.As. G.B.A. Oeste,136000.0,10211.267605633802
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2021,Capital Federal - Capital Federal,87000.0,11971.830985915492
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2017,Avellaneda - Bs.As. G.B.A. Sur,86000.0,10800.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2017,Capital Federal - Capital Federal,160106.0,9788.732394366198
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2014,Avellaneda - Bs.As. G.B.A. Sur,110000.0,9507.042253521127
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2015,Pilar - Bs.As. G.B.A. Norte,114000.0,9154.929577464789
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2016,Lomas De Zamora - Bs.As. G.B.A. Sur,123000.0,9500.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,Tigre - Bs.As. G.B.A. Norte,136000.0,11500.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2015,La Matanza - Bs.As. G.B.A. Oeste,98000.0,9859.154929577464
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2019,Berazategui - Bs.As. G.B.A. Sur,90000.0,11901.408450704226
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2015,Moreno - Bs.As. G.B.A. Oeste,1111.0,10422.535211267606
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Capital Federal - Capital Federal,83500.0,8802.81690140845
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2018,General San Martín - Bs.As. G.B.A. Norte,94500.0,10457.74647887324
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2016,La Matanza - Bs.As. G.B.A. Oeste,148000.0,10492.957746478873
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2016,La Plata - Bs.As. G.B.A. Sur,115000.0,10211.267605633802
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2016,Avellaneda - Bs.As. G.B.A. Sur,97000.0,10492.957746478873
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2016,Capital Federal - Capital Federal,193000.0,9507.042253521127
Chevrolet Prisma,Chevrolet Prisma 1.4 Ls Joy L16,2018,Malvinas Argentinas - Bs.As. G.B.A. Norte,44891.0,9859.154929577464
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,La Matanza - Bs.As. G.B.A. Oeste,71000.0,9859.154929577464
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Quilmes - Bs.As. G.B.A. Sur,163900.0,6887.3239436619715
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Capital Federal - Capital Federal,164000.0,9507.042253521127
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Ituzaingó - Bs.As. G.B.A. Oeste,82000.0,11619.718309859154
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Quilmes - Bs.As. G.B.A. Sur,106000.0,9929.577464788732
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2014,La Matanza - Bs.As. G.B.A. Oeste,140000.0,9507.042253521127
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2017,Capital Federal - Capital Federal,82000.0,11619.718309859154
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2017,Capital Federal - Capital Federal,100500.0,11619.718309859154
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 92cv,2011,Capital Federal - Capital Federal,150000.0,4929.577464788732
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2017,La Matanza - Bs.As. G.B.A. Oeste,115000.0,9154.929577464789
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Malvinas Argentinas - Bs.As. G.B.A. Norte,105000.0,10422.535211267606
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2016,Capital Federal - Capital Federal,88000.0,10915.492957746479
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2018,General Rodríguez - Bs.As. G.B.A. Oeste,100000.0,13000.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Escobar - Bs.As. G.B.A. Norte,120780.0,11760.56338028169
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Pilar - Bs.As. G.B.A. Norte,110000.0,9366.197183098591
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,San Fernando - Bs.As. G.B.A. Norte,104000.0,9788.732394366198
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2016,Capital Federal - Capital Federal,114000.0,10211.267605633802
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2015,Morón - Bs.As. G.B.A. Oeste,159000.0,9800.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2015,Lomas De Zamora - Bs.As. G.B.A. Sur,155000.0,10352.112676056338
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2015,San Miguel - Bs.As. G.B.A. Norte,114000.0,11267.605633802817
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2017,San Miguel - Bs.As. G.B.A. Norte,124000.0,9577.464788732394
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2018,Capital Federal - Capital Federal,77000.0,11338.028169014084
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2020,Capital Federal - Capital Federal,96800.0,13200.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2016,Escobar - Bs.As. G.B.A. Norte,243000.0,11500.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Capital Federal - Capital Federal,124916.0,9900.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Caseros - Bs.As. G.B.A. Oeste,132000.0,10563.38028169014
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Capital Federal - Capital Federal,110000.0,10915.492957746479
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Cañuelas - Buenos Aires Interior,116000.0,10563.379577464788
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Avellaneda - Bs.As. G.B.A. Sur,74500.0,8799.295774647888
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,General San Martín - Bs.As. G.B.A. Norte,110000.0,9859.154929577464
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls+,2017,La Plata - Bs.As. G.B.A. Sur,132000.0,8802.81690140845
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Capital Federal - Capital Federal,165000.0,9084.507042253521
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Avellaneda - Bs.As. G.B.A. Sur,116000.0,8802.81690140845
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Tigre - Bs.As. G.B.A. Norte,252000.0,9000.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Lomas De Zamora - Bs.As. G.B.A. Sur,125000.0,9718.30985915493
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2018,Hurlingham - Bs.As. G.B.A. Oeste,106000.0,11619.718309859154
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2014,Capital Federal - Capital Federal,111600.0,9507.042253521127
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2018,Lanús - Bs.As. G.B.A. Sur,80000.0,11964.788732394367
Chevrolet Prisma,Chevrolet Prisma 1.4 Ls 92cv,2013,San Isidro - Bs.As. G.B.A. Norte,105000.0,8450.704225352112
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2015,Moreno - Bs.As. G.B.A. Oeste,58000.0,11197.18309859155
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2015,Del Viso - Bs.As. G.B.A. Norte,117295.0,11000.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2017,Capital Federal - Capital Federal,130000.0,8098.591549295775
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2017,La Matanza - Bs.As. G.B.A. Oeste,115000.0,9154.929577464789
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,San Fernando - Bs.As. G.B.A. Norte,104000.0,9788.732394366198
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,Capital Federal - Capital Federal,96000.0,12200.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz At 98cv,2016,Capital Federal - Capital Federal,150000.0,8900.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Quilmes - Bs.As. G.B.A. Sur,100000.0,9859.154929577464
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Vicente López - Bs.As. G.B.A. Norte,128000.0,8943.661971830987
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2016,Avellaneda - Bs.As. G.B.A. Sur,121000.0,9507.042253521127
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2018,Capital Federal - Capital Federal,95000.0,10915.492957746479
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Ituzaingó - Bs.As. G.B.A. Oeste,82000.0,11619.718309859154
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2017,Moreno - Bs.As. G.B.A. Oeste,111111.0,6971.830985915493
Chevrolet Prisma,Chevrolet Prisma 1.4 Ls 92cv,2012,Florencio Varela - Bs.As. G.B.A. Sur,170000.0,8098.591549295775
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Pilar - Bs.As. G.B.A. Norte,120334.0,9507.042253521127
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2018,Berazategui - Bs.As. G.B.A. Sur,144000.0,10563.38028169014
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Lanús - Bs.As. G.B.A. Sur,66000.0,10915.492957746479
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2016,San Isidro - Bs.As. G.B.A. Norte,100000.0,10492.957746478873
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,Capital Federal - Capital Federal,165000.0,8098.591549295775
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,Quilmes - Bs.As. G.B.A. Sur,64000.0,14900.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2019,Capital Federal - Capital Federal,110000.0,11901.408450704226
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2015,San Fernando - Bs.As. G.B.A. Norte,147000.0,9507.042253521127
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2019,Malvinas Argentinas - Bs.As. G.B.A. Norte,87000.0,12535.211267605633
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls,2019,Avellaneda - Bs.As. G.B.A. Sur,59400.0,12676.05633802817
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Quilmes - Bs.As. G.B.A. Sur,55000.0,10774.647887323943
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2018,Tigre - Bs.As. G.B.A. Norte,150000.0,10211.267605633802
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2016,Capital Federal - Capital Federal,200000.0,7394.366197183099
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2017,Capital Federal - Capital Federal,103683.0,9316.901408450703
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2017,Quilmes - Bs.As. G.B.A. Sur,110000.0,11126.760563380281
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2016,Capital Federal - Capital Federal,88000.0,9788.732394366198
Chevrolet Prisma,Chevrolet Prisma 1.4 Lt 98cv,2017,La Plata - Bs.As. G.B.A. Sur,135000.0,9400.0
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2017,Capital Federal - Capital Federal,95000.0,10563.38028169014
Chevrolet Prisma,Chevrolet Prisma 1.4 Ltz 98cv,2015,Hurlingham - Bs.As. G.B.A. Oeste,126000.0,10211.267605633802
Chevrolet Prisma,Chevrolet Prisma 1.4 Joy Ls 98cv,2018,Almirante Brown - Bs.As. G.B.A. Sur,150000.0,9507.042253521127
